reading_rank,selection_role,paper_id,queue_id,canonical_work_id,title,quota_rq,secondary_rqs,directness,relevance_class,effect_relation,selection_phase,tie_break_key,broad_source_path,broad_source_format,broad_source_sha256,broad_source_bytes,method_source_path,method_source_format,method_source_sha256,method_source_bytes,method_source_origin,method_source_authority,method_source_url,method_source_receipt_path,method_source_status,screened_credit
252,PRIMARY,P0180,RG577A9ED140F0DFA8,CW68E00BB5E2FA0A244633,Sample Selection Approach with Number of False Predictions for Learning with Noisy Labels,RQ6,RQ1;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,D545040B8F1A8098A3D707418B15F3358B00051D2296CFBA128E65274B26DC69,sources/P0180.pdf,PDF,B0910BB0953AA9E5617E171CA6AAD883459E156BB0D089881C93C305F8DACC9D,1543097,sources/P0180.pdf,PDF,B0910BB0953AA9E5617E171CA6AAD883459E156BB0D089881C93C305F8DACC9D,1543097,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
253,PRIMARY,P0250,RG83304EBD265BBE64,CWE70ECA38575FAF752F3A,Unlabeled data selection for active learning in image classification,RQ5,RQ2;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,D5BA46EC2A6D088CC90C84361C1F39C442E3FF062E7838232A2FC1F3265D1EBE,sources/P0250.pdf,PDF,61912506636095E8CD58FAD29E1863FB5E4B9B6307629D49AE9CD1BE6584C43D,1856946,sources/P0250.pdf,PDF,61912506636095E8CD58FAD29E1863FB5E4B9B6307629D49AE9CD1BE6584C43D,1856946,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
254,PRIMARY,P0483,RG03F173486CBE53AB,CW7DE4984941ED2369A5DC,Probabilistic Bilevel Coreset Selection,RQ3,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,D6B33465267D2F5DC8AA1B868203BAEC43B9FB32D57BE8541F8E70093DB73930,sources/P0483.pdf,PDF,3A5E9772891A0620A7FD7A331849016ED910AA556D4FE81E90E4B293589081E3,1931798,sources/P0483.pdf,PDF,3A5E9772891A0620A7FD7A331849016ED910AA556D4FE81E90E4B293589081E3,1931798,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
255,PRIMARY,P0362,RGAB7127145C2EF6CD,CW3948CDEABB81F40BC7C0,SIGUA: Forgetting May Make Learning with Noisy Labels More Robust,RQ3,RQ1;RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,D6DF61871F5FC5E977BC87A0BD1D6B9BE1A57E8340C2907976FC0677F8F114B0,sources/P0362.pdf,PDF,A734F362C482ABDD200DF607C0E3B67D6CDD4283F904B53F0448097C77BA02D4,3299795,sources/P0362.pdf,PDF,A734F362C482ABDD200DF607C0E3B67D6CDD4283F904B53F0448097C77BA02D4,3299795,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
256,PRIMARY,P0429,RG7F3F7EB83A85BA9C,CW80560508AC6299022C3B,Class-Incremental Experience Replay for Continual Learning under Concept Drift,RQ5,RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,D6FE2B26E2DF54099C8F7FD203565A03878EAFF38ADAB2EFAA32F52F1F2A9F8A,sources/P0429.pdf,PDF,ADBAA1A65921864024234B26F17BE09B6159EBC2F4B3415583F77737173C713E,513141,sources/P0429.pdf,PDF,ADBAA1A65921864024234B26F17BE09B6159EBC2F4B3415583F77737173C713E,513141,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
257,PRIMARY,P0300,RG2EEE50021E0C9BD8,CW25DCF48B77443913F60A,Exploring Learning Complexity for Efficient Downstream Dataset Pruning,RQ2,RQ1;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,D718E1147C1CF5D5C3D03E63CCE781822801046F17C2B4B6E276007270138369,sources/P0300.pdf,PDF,17555B7F7FDADC74E46CD50A13EAF2DBA174111078AE3BCD9985DAD9244292E1,3360253,sources/P0300.pdf,PDF,17555B7F7FDADC74E46CD50A13EAF2DBA174111078AE3BCD9985DAD9244292E1,3360253,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
258,PRIMARY,P0115,RGBB134DBE39ADF510,CWDF2D8DD117C507D09FD3,Improving Data Quality with Training Dynamics of Gradient Boosting Decision Trees,RQ1,RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,D89767E4D8A160F94F75AA1239EE39CEE048B00777BA6068743CD62C4DE22B6F,sources/P0115.pdf,PDF,709D3B755F4F9581ECB25D235C4200CA2160F5DD59BEBC985031727E16208CE5,1324730,sources/P0115.pdf,PDF,709D3B755F4F9581ECB25D235C4200CA2160F5DD59BEBC985031727E16208CE5,1324730,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
259,PRIMARY,P0396,RGB1C4EE054F457F5A,CW287039BCBDDB8F5DCCD3,LearnAlign: Data Selection for LLM Reinforcement Learning with Improved Gradient Alignment,RQ7,RQ2;RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,D8D60A0835EBC3F65D37158E5C1D74488D4417CE4A3611C7A518C6AF8D8B3128,sources/P0396.pdf,PDF,8FA14663E6A9FBF33A302646198C39662412EB05B18B2823EE5C110E01DB393D,2425589,sources/P0396.pdf,PDF,8FA14663E6A9FBF33A302646198C39662412EB05B18B2823EE5C110E01DB393D,2425589,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
260,PRIMARY,P0245,RG258CEAA0B6502D28,CW9E249AC4F35D83423946,Combating Noisy Labels with Sample Selection by Mining High-Discrepancy Examples,RQ4,RQ1;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,DA41BBF3BDD954243000C08D06063F8CE01D430AED81107FC8EDE22DBC84D854,sources/P0245.html,HTML,4A67292381AA5AD6BA79FBF00A349C59EDEBCACAAE30CAD71859CF3CA5681363,6565,sources/screened_anchor_overrides_v3/CW9E249AC4F35D83423946.pdf,PDF,1BF3F39454B23CF65E4E83B186CD14F35DB15C068575B026A6FA01F502ED96E2,1333414,VERIFIED_OVERRIDE,PRIMARY_PUBLISHER,https://openaccess.thecvf.com/content/ICCV2023/papers/Xia_Combating_Noisy_Labels_with_Sample_Selection_by_Mining_High-Discrepancy_Examples_ICCV_2023_paper.pdf,sources/screened_anchor_overrides_v3/CW9E249AC4F35D83423946.pdf.receipt.json,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
261,PRIMARY,P0485,RGDEC48B539D1AAC51,CW0393C46B39C61B6DD04D,Symbolic Mechanistic Data Attribution: Tracing Training Influence to Learned Behavioral Policies,RQ8,RQ3,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,DAF8C3B148BBE5168BD25E811D53B0A89803D96996EE75E714053F04D4B66FB5,sources/P0485.pdf,PDF,92FA6CBD6C1DB41E125DED3D182E781CEACAA36F1871D3F12C7D9F2EE45C6BBB,656109,sources/P0485.pdf,PDF,92FA6CBD6C1DB41E125DED3D182E781CEACAA36F1871D3F12C7D9F2EE45C6BBB,656109,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
262,PRIMARY,P0224,RGB6D371B9EDD8E67A,CW0EB85C2570A442F0DDDC,NLU on Data Diets: Dynamic Data Subset Selection for NLP Classification Tasks,RQ8,RQ1;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,DB17A9E8C649E0701AC3A9E8234637A33CE91A0A1C332CB70CEF8B3A3400D03A,sources/P0224.pdf,PDF,8304CD21440159309636421640754C5CF77C239734B9CF2495AE2758CC2C0519,3326875,sources/P0224.pdf,PDF,8304CD21440159309636421640754C5CF77C239734B9CF2495AE2758CC2C0519,3326875,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
263,PRIMARY,P0307,RG1C4E771B353938DC,CW744494A4C6561B0EA436,Task-moment mismatch: diagnosing failures of coverage-based methods on heavy-tailed distributions in coreset selection,RQ5,RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,GLOBAL_FILL,DB696C6904209B4103DE2044DAB2C3E21EBB6A46266BDF32F264F397773851EF,sources/P0307.pdf,PDF,D99AA7337D07480C6294658D71197CCDBA2AF88E18425DA4AB7A221586C7E60B,1170213,sources/P0307.pdf,PDF,D99AA7337D07480C6294658D71197CCDBA2AF88E18425DA4AB7A221586C7E60B,1170213,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
264,PRIMARY,P0306,RGD04565CD4B9DBD6B,CW15DE5CEFF71E806E1716,Iterative Learning with Open-set Noisy Labels,RQ6,RQ1;RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,DB7637A3CFD80F79D7A11310D4112BE32356425CB695F66DA3791AE30B55387F,sources/P0306.pdf,PDF,F21DE8BDBF4FA2D49E8FB175ED22770B1DAD61D3E49A611B0A309ED2728BC953,3052039,sources/P0306.pdf,PDF,F21DE8BDBF4FA2D49E8FB175ED22770B1DAD61D3E49A611B0A309ED2728BC953,3052039,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
265,PRIMARY,P0067,RGDF86884201588E4B,CW726A068F040FD8815C03,Adaptive Ranking-based Sample Selection for Weakly Supervised Class-imbalanced Text Classification,RQ4,RQ1;RQ2;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,DC5F16C5286456FEDF22E949BF13C7178F11EBCE5BC92CC2120E974B62CA3C0B,sources/P0067.pdf,PDF,64FBCBB684508BC0D77EB9652366A191204198700447CA25F288696A0AA8F901,1267588,sources/P0067.pdf,PDF,64FBCBB684508BC0D77EB9652366A191204198700447CA25F288696A0AA8F901,1267588,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
266,PRIMARY,P0116,RGD8453AB27200DCF8,CWEB485D837A2F070054C4,InfoBatch: Lossless Training Speed Up by Unbiased Dynamic Data Pruning,RQ1,RQ2;RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,DCFDAE3B291D6983AAE811174140764B14B7978BC6218C6594F7E288A27B3217,sources/P0116.pdf,PDF,B9F6140B13CD2F8E03C69A1285DA93F38C62A57E355C67C75CF84BD58DB90A32,3034129,sources/P0116.pdf,PDF,B9F6140B13CD2F8E03C69A1285DA93F38C62A57E355C67C75CF84BD58DB90A32,3034129,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
267,PRIMARY,P0374,RG47DA0D3E18674512,CWA9091CE9B0782A2A0F65,PICore: Physics-Informed Unsupervised Coreset Selection for Data Efficient Neural Operator Training,RQ3,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,DEC4AD4A09450127BB6E6C90DB2B42F4ABA929811B367D1207F2DB203A81F603,sources/P0374.pdf,PDF,D196DD705543C074CBCC713B9EA28B3599931D70B1A14600DD54D82CB5AB1496,3816890,sources/P0374.pdf,PDF,D196DD705543C074CBCC713B9EA28B3599931D70B1A14600DD54D82CB5AB1496,3816890,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
268,PRIMARY,P0186,RGC1E44488AAA2CD68,CWA13763A1E549FA7DE6FC,Neyman-Pearson Multi-class Classification via Cost-sensitive Learning,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,DF7BE824CF711B254F94D814061F0C90FE31C4E8D1F1D26FC6BCEA5174A78145,sources/P0186.pdf,PDF,FE5FF9008A1C72D339BF5D38BF45F2906C7FBCCEE2EED9EDB455BE27E4E59C5C,2294965,sources/P0186.pdf,PDF,FE5FF9008A1C72D339BF5D38BF45F2906C7FBCCEE2EED9EDB455BE27E4E59C5C,2294965,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
269,PRIMARY,P0318,RG200EB44A242AEFC7,CWDABC672FF2C5CFFFFA65,Sample Selection for Fair and Robust Training,RQ1,RQ2;RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,E00F8B24E26879C68DDA19201114D697D9FF201DE2ABA571330D1D944534EBAF,sources/P0318.pdf,PDF,400DA9CA8B5E2D5BEBCBA6FB022D3C6CD3D390857C336FA943A0BB46AA8DA28D,798525,sources/P0318.pdf,PDF,400DA9CA8B5E2D5BEBCBA6FB022D3C6CD3D390857C336FA943A0BB46AA8DA28D,798525,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
270,PRIMARY,P0435,RG86DA247B35C3DF85,CWB5B86A61D2D40B74403B,When Dynamic Data Selection Meets Data Augmentation,RQ4,RQ1;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,E01AD9C337EC0A2A9E0FDBDA645DA7E1B49664999F2B0F91A0F2A9AED4773B71,sources/P0435.pdf,PDF,727173D8CC1DE0E2894B3D6E79EE949EDA376D3352F79206DB0858A94BC5F8EB,1325987,sources/P0435.pdf,PDF,727173D8CC1DE0E2894B3D6E79EE949EDA376D3352F79206DB0858A94BC5F8EB,1325987,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
271,PRIMARY,P0253,RG4E7AAB3589A6092D,CW502959B0628B0D515DC0,Play it Straight: An Intelligent Data Pruning Technique for Green-AI,RQ7,RQ2;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,E1BADB1477C95D7C7575DA02C116D91432129C52F1B4D94721687503DA39DCA1,sources/P0253.pdf,PDF,AD6B4C1B75AEC0879590596394811C56618AE70D5A1BC56A4BA9EE2607C5211F,596275,sources/P0253.pdf,PDF,AD6B4C1B75AEC0879590596394811C56618AE70D5A1BC56A4BA9EE2607C5211F,596275,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
272,PRIMARY,P0339,RGC0D4513EFDAC52B7,CW2058BFE8C66EA619873D,An Empirical Study of Example Forgetting during Deep Neural Network Learning,RQ8,RQ1,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,MANDATORY_ANCHOR,E28EEE30835149CBA9598716758DE918E11B091CEA6E1A1943FC82E81AEFA146,sources/P0339.pdf,PDF,0CEEF9C602D22B977BAF61E1E62897EE0D3D1A043E93D34129B3A448A9120C89,1731989,sources/P0339.pdf,PDF,0CEEF9C602D22B977BAF61E1E62897EE0D3D1A043E93D34129B3A448A9120C89,1731989,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
273,PRIMARY,P0500,AX6987DB4646B2490F,CW6987DB4646B2490FEC86,GREATS: Online Selection of High-Quality Data for LLM Training in Every Iteration,RQ3,RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,E474806BC60B34BEED96359FB2FB4CD7A917D28CC9D0C24608B39EFC99942BD5,sources/P0500.pdf,PDF,EE7336CAE82A2390065097122B29E8148F58F84E9CBF40A7E518ACC067508952,5269069,sources/P0500.pdf,PDF,EE7336CAE82A2390065097122B29E8148F58F84E9CBF40A7E518ACC067508952,5269069,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
274,PRIMARY,P0167,RG17ABC448C69B156F,CWCFE394E5B7876915C4CB,MATES: Model-Aware Data Selection for Efficient Pretraining with Data Influence Models,RQ6,RQ1;RQ2;RQ3;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,E6280A5A4D93A8B1055BCEEB435D8DF3C5D248A3BA83E4AD2A21594E75FC09F1,sources/P0167.pdf,PDF,6A8BEC90FD1BF5EB6D86D776A585D0BDEF738C12DF58F4E7F090B012FAB5BF6F,1626783,sources/P0167.pdf,PDF,6A8BEC90FD1BF5EB6D86D776A585D0BDEF738C12DF58F4E7F090B012FAB5BF6F,1626783,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
275,PRIMARY,P0450,RG2BD0F59797B19AD4,CW2EBAF96ECC5893159078,ELFS: Label-Free Coreset Selection with Proxy Training Dynamics,RQ4,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,E62D95DE9EDC9BA87ABE0FA34756A17F12D127C185E779CD89D77057451D80FD,sources/P0450.pdf,PDF,A0C45F2C823A821C2D077F3CFEE9594E586EE1F80D97A8FD0DD4BB6A75CE6813,5168440,sources/P0450.pdf,PDF,A0C45F2C823A821C2D077F3CFEE9594E586EE1F80D97A8FD0DD4BB6A75CE6813,5168440,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
276,PRIMARY,P0062,RGEE59DC67A0BBC200,CWD00072AB5B797956278E,From Quantity to Quality: Boosting LLM Performance with Self-Guided Data Selection for Instruction Tuning,RQ2,RQ1;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,E7B75419CB9B73183EB03CE4B180E7224F1721887B8979D71AC4879B3ACCE304,sources/P0062.pdf,PDF,F753EF1C539BE44CC86D2EFF6443D56575DE83AF5B29D55DCF08193986EF8499,10233849,sources/P0062.pdf,PDF,F753EF1C539BE44CC86D2EFF6443D56575DE83AF5B29D55DCF08193986EF8499,10233849,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
277,PRIMARY,P0350,RG39B45F0CB9955082,CWE13179EF648A43C3ECD2,Training Data Selection to Improve Multi-class Instance Segmentation in Digital Pathology,RQ6,RQ1;RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,E7FD2E4696FF967823055B8A529B0001E2541239E96CD41D73DEAFEBA621819C,sources/P0350.pdf,PDF,5889FFD6D61EF5608C3F965F05E83A444803D663B15F93A769AD0645419A96EC,1470048,sources/P0350.pdf,PDF,5889FFD6D61EF5608C3F965F05E83A444803D663B15F93A769AD0645419A96EC,1470048,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
278,PRIMARY,P0092,RG956A8FDEADC2B6A2,CWEF948C3DBE89E0321123,CurGraph: Curriculum Learning for Graph Classification,RQ5,RQ1;RQ2;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,E80E1B3E691E9007C0E5964ED321FFACA66C914B5E494EB87AFA97EAF9253AC9,sources/P0092.pdf,PDF,8A932922A3847706D50A579B6BD4216C460BA51F55995B02ACE54C981B1C943C,1485124,sources/P0092.pdf,PDF,8A932922A3847706D50A579B6BD4216C460BA51F55995B02ACE54C981B1C943C,1485124,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
279,PRIMARY,P0455,RG3462205DA427F42B,CW8DF30DC172BA8D110FC9,Self-Paced Learning Based Graph Convolutional Neural Network for Mixed Integer Programming (Student Abstract),RQ2,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,E835BB8A8D01CA30A84820FA2D13DF58BFC5A0632DC452FDCA1D2A0BCF501884,sources/P0455.pdf,PDF,6DCBCB16E53269FE0CF8679F64C7B3571121861CF74ADB32026BBC475EF152F3,460574,sources/P0455.pdf,PDF,6DCBCB16E53269FE0CF8679F64C7B3571121861CF74ADB32026BBC475EF152F3,460574,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
280,PRIMARY,P0096,RG1F8DA90318835C3E,CWBA2FEFF96CB702BF93F5,Hierarchical Neyman-Pearson Classification for Prioritizing Severe Disease Categories in COVID-19 Patient Data,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,E9481C8731AD3CAFFE68A492166AA215A364FBE9C706858F6D03881D060C9C62,sources/P0096.pdf,PDF,4E40D1457B92523122D4553B02EDDB3946DCCBF820E8E4B82B1BC515981C1754,3369840,sources/P0096.pdf,PDF,4E40D1457B92523122D4553B02EDDB3946DCCBF820E8E4B82B1BC515981C1754,3369840,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
