"view_relative_path","setting","smoke_tag","split","class_name","file_name","source_relative_path_original","source_relative_path_resolved","resolution_mode","source_exists_in_base_dataset"
"weighted_hn14_risk_consistency_density\val\Abnormal\00476768.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00476768.png","val\\Abnormal\\00476768.png","val\\Abnormal\\00476768.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00476768.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00476768.png","val\\Abnormal\\00476768.png","val\\Abnormal\\00476768.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00477175.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00477175.png","val\\Abnormal\\00477175.png","val\\Abnormal\\00477175.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00477175.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00477175.png","val\\Abnormal\\00477175.png","val\\Abnormal\\00477175.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00477380.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00477380.png","val\\Abnormal\\00477380.png","val\\Abnormal\\00477380.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00477380.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00477380.png","val\\Abnormal\\00477380.png","val\\Abnormal\\00477380.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00477482.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00477482.png","val\\Abnormal\\00477482.png","val\\Abnormal\\00477482.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00477482.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00477482.png","val\\Abnormal\\00477482.png","val\\Abnormal\\00477482.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00478715.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00478715.png","val\\Abnormal\\00478715.png","val\\Abnormal\\00478715.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00478715.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00478715.png","val\\Abnormal\\00478715.png","val\\Abnormal\\00478715.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00480058.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00480058.png","val\\Abnormal\\00480058.png","val\\Abnormal\\00480058.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00480058.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00480058.png","val\\Abnormal\\00480058.png","val\\Abnormal\\00480058.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00480910.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00480910.png","val\\Abnormal\\00480910.png","val\\Abnormal\\00480910.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00480910.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00480910.png","val\\Abnormal\\00480910.png","val\\Abnormal\\00480910.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00481761.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00481761.png","val\\Abnormal\\00481761.png","val\\Abnormal\\00481761.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00481761.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00481761.png","val\\Abnormal\\00481761.png","val\\Abnormal\\00481761.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00482184.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00482184.png","val\\Abnormal\\00482184.png","val\\Abnormal\\00482184.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00482184.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00482184.png","val\\Abnormal\\00482184.png","val\\Abnormal\\00482184.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00482277.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00482277.png","val\\Abnormal\\00482277.png","val\\Abnormal\\00482277.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00482277.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00482277.png","val\\Abnormal\\00482277.png","val\\Abnormal\\00482277.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00483315.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00483315.png","val\\Abnormal\\00483315.png","val\\Abnormal\\00483315.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00483315.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00483315.png","val\\Abnormal\\00483315.png","val\\Abnormal\\00483315.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00483587.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00483587.png","val\\Abnormal\\00483587.png","val\\Abnormal\\00483587.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00483587.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00483587.png","val\\Abnormal\\00483587.png","val\\Abnormal\\00483587.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00484361.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00484361.png","val\\Abnormal\\00484361.png","val\\Abnormal\\00484361.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00484361.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00484361.png","val\\Abnormal\\00484361.png","val\\Abnormal\\00484361.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00484691.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00484691.png","val\\Abnormal\\00484691.png","val\\Abnormal\\00484691.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00484691.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00484691.png","val\\Abnormal\\00484691.png","val\\Abnormal\\00484691.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00486310.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00486310.png","val\\Abnormal\\00486310.png","val\\Abnormal\\00486310.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00486310.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00486310.png","val\\Abnormal\\00486310.png","val\\Abnormal\\00486310.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00486898.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00486898.png","val\\Abnormal\\00486898.png","val\\Abnormal\\00486898.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00486898.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00486898.png","val\\Abnormal\\00486898.png","val\\Abnormal\\00486898.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00487917.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00487917.png","val\\Abnormal\\00487917.png","val\\Abnormal\\00487917.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00487917.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00487917.png","val\\Abnormal\\00487917.png","val\\Abnormal\\00487917.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00488199.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00488199.png","val\\Abnormal\\00488199.png","val\\Abnormal\\00488199.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00488199.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00488199.png","val\\Abnormal\\00488199.png","val\\Abnormal\\00488199.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00488340.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00488340.png","val\\Abnormal\\00488340.png","val\\Abnormal\\00488340.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00488340.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00488340.png","val\\Abnormal\\00488340.png","val\\Abnormal\\00488340.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00490110.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00490110.png","val\\Abnormal\\00490110.png","val\\Abnormal\\00490110.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00490110.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00490110.png","val\\Abnormal\\00490110.png","val\\Abnormal\\00490110.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00490321.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00490321.png","val\\Abnormal\\00490321.png","val\\Abnormal\\00490321.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00490321.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00490321.png","val\\Abnormal\\00490321.png","val\\Abnormal\\00490321.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00491740.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00491740.png","val\\Abnormal\\00491740.png","val\\Abnormal\\00491740.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00491740.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00491740.png","val\\Abnormal\\00491740.png","val\\Abnormal\\00491740.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00497954.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00497954.png","val\\Abnormal\\00497954.png","val\\Abnormal\\00497954.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00497954.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00497954.png","val\\Abnormal\\00497954.png","val\\Abnormal\\00497954.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00497978.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00497978.png","val\\Abnormal\\00497978.png","val\\Abnormal\\00497978.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00497978.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00497978.png","val\\Abnormal\\00497978.png","val\\Abnormal\\00497978.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00498567.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00498567.png","val\\Abnormal\\00498567.png","val\\Abnormal\\00498567.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00498567.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00498567.png","val\\Abnormal\\00498567.png","val\\Abnormal\\00498567.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00498738.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00498738.png","val\\Abnormal\\00498738.png","val\\Abnormal\\00498738.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00498738.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00498738.png","val\\Abnormal\\00498738.png","val\\Abnormal\\00498738.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00499188.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00499188.png","val\\Abnormal\\00499188.png","val\\Abnormal\\00499188.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00499188.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00499188.png","val\\Abnormal\\00499188.png","val\\Abnormal\\00499188.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00499579.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00499579.png","val\\Abnormal\\00499579.png","val\\Abnormal\\00499579.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00499579.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00499579.png","val\\Abnormal\\00499579.png","val\\Abnormal\\00499579.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00500043.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00500043.png","val\\Abnormal\\00500043.png","val\\Abnormal\\00500043.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00500043.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00500043.png","val\\Abnormal\\00500043.png","val\\Abnormal\\00500043.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00500391.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00500391.png","val\\Abnormal\\00500391.png","val\\Abnormal\\00500391.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00500391.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00500391.png","val\\Abnormal\\00500391.png","val\\Abnormal\\00500391.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00500600.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00500600.png","val\\Abnormal\\00500600.png","val\\Abnormal\\00500600.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00500600.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00500600.png","val\\Abnormal\\00500600.png","val\\Abnormal\\00500600.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00500773.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00500773.png","val\\Abnormal\\00500773.png","val\\Abnormal\\00500773.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00500773.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00500773.png","val\\Abnormal\\00500773.png","val\\Abnormal\\00500773.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00501439.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00501439.png","val\\Abnormal\\00501439.png","val\\Abnormal\\00501439.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00501439.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00501439.png","val\\Abnormal\\00501439.png","val\\Abnormal\\00501439.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00501781.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00501781.png","val\\Abnormal\\00501781.png","val\\Abnormal\\00501781.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00501781.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00501781.png","val\\Abnormal\\00501781.png","val\\Abnormal\\00501781.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00502225.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00502225.png","val\\Abnormal\\00502225.png","val\\Abnormal\\00502225.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00502225.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00502225.png","val\\Abnormal\\00502225.png","val\\Abnormal\\00502225.png","direct","True"
"weighted_hn14_risk_consistency_density\val\Abnormal\00502812.png","weighted_hn14_risk_consistency_density","","val","Abnormal","00502812.png","val\\Abnormal\\00502812.png","val\\Abnormal\\00502812.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\val\Abnormal\00502812.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","val","Abnormal","00502812.png","val\\Abnormal\\00502812.png","val\\Abnormal\\00502812.png","direct","True"
